: error 482.133671, percentage 3.44%
Classifier[24] iteration 5828: error 479.863907, percentage 3.43%
Classifier[24] iteration 5829: error 479.863238, percentage 3.43%
Classifier[24] iteration 5830: error 479.862569, percentage 3.43%
Classifier[24] iteration 5831: error 479.861901, percentage 3.43%
Classifier[24] iteration 5832: error 479.861233, percentage 3.43%
Classifier[24] iteration 5833: error 479.860565, percentage 3.43%
Classifier[24] iteration 5834: error 479.859899, percentage 3.43%
Classifier[24] iteration 5835: error 479.859232, percentage 3.43%
Classifier[24] iteration 5836: error 479.858566, percentage 3.43%
Classifier[24] iteration 5837: error 479.857900, percentage 3.43%
Classifier[24] iteration 5838: error 479.857235, percentage 3.43%
Classifier[24] iteration 5839: error 479.856571, percentage 3.43%
Classifier[24] iteration 5840: error 479.855907, percentage 3.43%
Classifier[24] iteration 5841: error 479.855243, percentage 3.43%
Classifier[24] iteration 5842: error 479.854579, percentage 3.43%
Classifier[24] iteration 5843: error 479.853917, percentage 3.43%
Classifier[24] iteration 5844: error 479.853254, percentage 3.43%
Classifier[24] iteration 5845: error 479.852592, percentage 3.43%
Classifier[24] iteration 5846: error 479.851931, percentage 3.43%
Classifier[24] iteration 5847: error 479.851270, percentage 3.43%
Classifier[24] iteration 5848: error 479.850609, percentage 3.43%
Classifier[24] iteration 5849: error 479.849949, percentage 3.43%
Classifier[24] iteration 5850: error 479.849290, percentage 3.43%
Classifier[24] iteration 5851: error 479.848630, percentage 3.43%
Classifier[24] iteration 5852: error 479.847972, percentage 3.43%
Classifier[24] iteration 5853: error 479.847313, percentage 3.43%
Classifier[24] iteration 5854: error 479.846656, percentage 3.43%
Classifier[24] iteration 5855: error 479.845998, percentage 3.43%
Classifier[24] iteration 5856: error 479.845341, percentage 3.43%
Classifier[24] iteration 5857: error 479.844685, percentage 3.43%
Classifier[24] iteration 5858: error 479.844029, percentage 3.43%
Classifier[24] iteration 5859: error 479.843373, percentage 3.43%
Classifier[24] iteration 5860: error 479.842718, percentage 3.43%
Classifier[24] iteration 5861: error 479.842063, percentage 3.43%
Classifier[24] iteration 5862: error 479.841409, percentage 3.43%
Classifier[24] iteration 5863: error 479.840755, percentage 3.43%
Classifier[24] iteration 5864: error 479.840102, percentage 3.43%
Classifier[24] iteration 5865: error 479.839449, percentage 3.43%
Classifier[24] iteration 5866: error 479.838797, percentage 3.43%
Classifier[24] iteration 5867: error 479.838145, percentage 3.43%
Classifier[24] iteration 5868: error 479.837493, percentage 3.43%
Classifier[24] iteration 5869: error 479.836842, percentage 3.43%
Classifier[24] iteration 5870: error 479.836191, percentage 3.43%
Classifier[24] iteration 5871: error 479.835541, percentage 3.43%
Classifier[24] iteration 5872: error 479.834891, percentage 3.43%
Classifier[24] iteration 5873: error 479.834242, percentage 3.43%
Classifier[24] iteration 5874: error 479.833593, percentage 3.43%
Classifier[24] iteration 5875: error 479.832945, percentage 3.43%
Classifier[24] iteration 5876: error 479.832297, percentage 3.43%
Classifier[24] iteration 5877: error 479.831649, percentage 3.43%
Classifier[24] iteration 5878: error 479.831002, percentage 3.43%
Classifier[24] iteration 5879: error 479.830356, percentage 3.43%
Classifier[24] iteration 5880: error 479.829709, percentage 3.43%
Classifier[24] iteration 5881: error 479.829064, percentage 3.43%
Classifier[24] iteration 5882: error 479.828418, percentage 3.43%
Classifier[24] iteration 5883: error 479.827773, percentage 3.43%
Classifier[24] iteration 5884: error 479.827129, percentage 3.43%
Classifier[24] iteration 5885: error 479.826485, percentage 3.43%
Classifier[24] iteration 5886: error 479.825841, percentage 3.43%
Classifier[24] iteration 5887: error 479.825198, percentage 3.43%
Classifier[24] iteration 5888: error 479.824556, percentage 3.43%
Classifier[24] iteration 5889: error 479.823913, percentage 3.43%
Classifier[24] iteration 5890: error 479.823272, percentage 3.43%
Classifier[24] iteration 5891: error 479.822630, percentage 3.43%
Classifier[24] iteration 5892: error 479.821989, percentage 3.43%
Classifier[24] iteration 5893: error 479.821349, percentage 3.43%
Classifier[24] iteration 5894: error 479.820709, percentage 3.43%
Classifier[24] iteration 5895: error 479.820069, percentage 3.43%
Classifier[24] iteration 5896: error 479.819430, percentage 3.43%
Classifier[24] iteration 5897: error 479.818791, percentage 3.43%
Classifier[24] iteration 5898: error 479.818153, percentage 3.43%
Classifier[24] iteration 5899: error 479.817515, percentage 3.43%
Classifier[24] iteration 5900: error 479.816878, percentage 3.43%
Classifier[24] iteration 5901: error 479.816241, percentage 3.43%
Classifier[24] iteration 5902: error 479.815604, percentage 3.43%
Classifier[24] iteration 5903: error 479.814968, percentage 3.43%
Classifier[24] iteration 5904: error 479.814333, percentage 3.43%
Classifier[24] iteration 5905: error 479.813697, percentage 3.43%
Classifier[24] iteration 5906: error 479.813062, percentage 3.43%
Classifier[24] iteration 5907: error 479.812428, percentage 3.43%
Classifier[24] iteration 5908: error 479.811794, percentage 3.43%
Classifier[24] iteration 5909: error 479.811161, percentage 3.43%
Classifier[24] iteration 5910: error 479.810528, percentage 3.43%
Classifier[24] iteration 5911: error 479.809895, percentage 3.43%
Classifier[24] iteration 5912: error 479.809263, percentage 3.43%
Classifier[24] iteration 5913: error 479.808631, percentage 3.43%
Classifier[24] iteration 5914: error 479.808000, percentage 3.43%
Classifier[24] iteration 5915: error 479.807369, percentage 3.43%
Classifier[24] iteration 5916: error 479.806738, percentage 3.43%
Classifier[24] iteration 5917: error 479.806108, percentage 3.43%
Classifier[24] iteration 5918: error 479.805479, percentage 3.43%
Classifier[24] iteration 5919: error 479.804850, percentage 3.43%
Classifier[24] iteration 5920: error 479.804221, percentage 3.43%
Classifier[24] iteration 5921: error 479.803593, percentage 3.43%
Classifier[24] iteration 5922: error 479.802965, percentage 3.43%
Classifier[24] iteration 5923: error 479.802337, percentage 3.43%
Classifier[24] iteration 5924: error 479.801710, percentage 3.43%
Classifier[24] iteration 5925: error 479.801084, percentage 3.43%
Classifier[24] iteration 5926: error 479.800457, percentage 3.43%
Classifier[24] iteration 5927: error 479.799832, percentage 3.43%
Classifier[24] iteration 5928: error 479.799206, percentage 3.43%
Classifier[24] iteration 5929: error 479.798581, percentage 3.43%
Classifier[24] iteration 5930: error 479.797957, percentage 3.43%
Classifier[24] iteration 5931: error 479.797333, percentage 3.43%
Classifier[24] iteration 5932: error 479.796709, percentage 3.43%
Classifier[24] iteration 5933: error 479.796086, percentage 3.43%
Classifier[24] iteration 5934: error 479.795463, percentage 3.43%
Classifier[24] iteration 5935: error 479.794841, percentage 3.43%
Classifier[24] iteration 5936: error 479.794219, percentage 3.43%
Classifier[24] iteration 5937: error 479.793598, percentage 3.43%
Classifier[24] iteration 5938: error 479.792977, percentage 3.43%
Classifier[24] iteration 5939: error 479.792356, percentage 3.43%
Classifier[24] iteration 5940: error 479.791736, percentage 3.43%
Classifier[24] iteration 5941: error 479.791116, percentage 3.43%
Classifier[24] iteration 5942: error 479.790497, percentage 3.43%
Classifier[24] iteration 5943: error 479.789878, percentage 3.43%
Classifier[24] iteration 5944: error 479.789259, percentage 3.43%
Classifier[24] iteration 5945: error 479.788641, percentage 3.43%
Classifier[24] iteration 5946: error 479.788023, percentage 3.43%
Classifier[24] iteration 5947: error 479.787406, percentage 3.43%
Classifier[24] iteration 5948: error 479.786789, percentage 3.43%
Classifier[24] iteration 5949: error 479.786173, percentage 3.43%
Classifier[24] iteration 5950: error 479.785557, percentage 3.43%
Classifier[24] iteration 5951: error 479.784941, percentage 3.43%
Classifier[24] iteration 5952: error 479.784326, percentage 3.43%
Classifier[24] iteration 5953: error 479.783712, percentage 3.43%
Classifier[24] iteration 5954: error 479.783097, percentage 3.43%
Classifier[24] iteration 5955: error 479.782483, percentage 3.43%
Classifier[24] iteration 5956: error 479.781870, percentage 3.43%
Classifier[24] iteration 5957: error 479.781257, percentage 3.43%
Classifier[24] iteration 5958: error 479.780644, percentage 3.43%
Classifier[24] iteration 5959: error 479.780032, percentage 3.43%
Classifier[24] iteration 5960: error 479.779420, percentage 3.43%
Classifier[24] iteration 5961: error 479.778809, percentage 3.43%
Classifier[24] iteration 5962: error 479.778198, percentage 3.43%
Classifier[24] iteration 5963: error 479.777587, percentage 3.43%
Classifier[24] iteration 5964: error 479.776977, percentage 3.43%
Classifier[24] iteration 5965: error 479.776368, percentage 3.43%
Classifier[24] iteration 5966: error 479.775758, percentage 3.43%
Classifier[24] iteration 5967: error 479.775149, percentage 3.43%
Classifier[24] iteration 5968: error 479.774541, percentage 3.43%
Classifier[24] iteration 5969: error 479.773933, percentage 3.43%
Classifier[24] iteration 5970: error 479.773325, percentage 3.43%
Classifier[24] iteration 5971: error 479.772718, percentage 3.43%
Classifier[24] iteration 5972: error 479.772111, percentage 3.43%
Classifier[24] iteration 5973: error 479.771505, percentage 3.43%
Classifier[24] iteration 5974: error 479.770899, percentage 3.43%
Classifier[24] iteration 5975: error 479.770293, percentage 3.43%
Classifier[24] iteration 5976: error 479.769688, percentage 3.43%
Classifier[24] iteration 5977: error 479.769083, percentage 3.43%
Classifier[24] iteration 5978: error 479.768479, percentage 3.43%
Classifier[24] iteration 5979: error 479.767875, percentage 3.43%
Classifier[24] iteration 5980: error 479.767272, percentage 3.43%
Classifier[24] iteration 5981: error 479.766669, percentage 3.43%
Classifier[24] iteration 5982: error 479.766066, percentage 3.43%
Classifier[24] iteration 5983: error 479.765464, percentage 3.43%
Classifier[24] iteration 5984: error 479.764862, percentage 3.43%
Classifier[24] iteration 5985: error 479.764260, percentage 3.43%
Classifier[24] iteration 5986: error 479.763659, percentage 3.43%
Classifier[24] iteration 5987: error 479.763059, percentage 3.43%
Classifier[24] iteration 5988: error 479.762459, percentage 3.43%
Classifier[24] iteration 5989: error 479.761859, percentage 3.43%
Classifier[24] iteration 5990: error 479.761259, percentage 3.43%
Classifier[24] iteration 5991: error 479.760660, percentage 3.43%
Classifier[24] iteration 5992: error 479.760062, percentage 3.43%
Classifier[24] iteration 5993: error 479.759464, percentage 3.43%
Classifier[24] iteration 5994: error 479.758866, percentage 3.43%
Classifier[24] iteration 5995: error 479.758268, percentage 3.43%
Classifier[24] iteration 5996: error 479.757671, percentage 3.43%
Classifier[24] iteration 5997: error 479.757075, percentage 3.43%
Classifier[24] iteration 5998: error 479.756479, percentage 3.43%
Classifier[24] iteration 5999: error 479.755883, percentage 3.43%
Classifier[24] iteration 6000: error 479.755288, percentage 3.43%
Classifier[24] iteration 6001: error 479.754693, percentage 3.43%
Classifier[24] iteration 6002: error 479.754098, percentage 3.43%
Classifier[24] iteration 6003: error 479.753504, percentage 3.43%
Classifier[24] iteration 6004: error 479.752910, percentage 3.43%
Classifier[24] iteration 6005: error 479.752317, percentage 3.43%
Classifier[24] iteration 6006: error 479.751724, percentage 3.43%
Classifier[24] iteration 6007: error 479.751132, percentage 3.43%
Classifier[24] iteration 6008: error 479.750540, percentage 3.43%
Classifier[24] iteration 6009: error 479.749948, percentage 3.43%
Classifier[24] iteration 6010: error 479.749357, percentage 3.43%
Classifier[24] iteration 6011: error 479.748766, percentage 3.43%
Classifier[24] iteration 6012: error 479.748175, percentage 3.43%
Classifier[24] iteration 6013: error 479.747585, percentage 3.43%
Classifier[24] iteration 6014: error 479.746995, percentage 3.43%
Classifier[24] iteration 6015: error 479.746406, percentage 3.43%
Classifier[24] iteration 6016: error 479.745817, percentage 3.43%
Classifier[24] iteration 6017: error 479.745229, percentage 3.43%
Classifier[24] iteration 6018: error 479.744641, percentage 3.43%
Classifier[24] iteration 6019: error 479.744053, percentage 3.43%
Classifier[24] iteration 6020: error 479.743466, percentage 3.43%
Classifier[24] iteration 6021: error 479.742879, percentage 3.43%
Classifier[24] iteration 6022: error 479.742292, percentage 3.43%
Classifier[24] iteration 6023: error 479.741706, percentage 3.43%
Classifier[24] iteration 6024: error 479.741121, percentage 3.43%
Classifier[24] iteration 6025: error 479.740535, percentage 3.43%
Classifier[24] iteration 6026: error 479.739950, percentage 3.43%
Classifier[24] iteration 6027: error 479.739366, percentage 3.43%
Classifier[24] iteration 6028: error 479.738782, percentage 3.43%
Classifier[24] iteration 6029: error 479.738198, percentage 3.43%
Classifier[24] iteration 6030: error 479.737615, percentage 3.43%
Classifier[24] iteration 6031: error 479.737032, percentage 3.43%
Classifier[24] iteration 6032: error 479.736449, percentage 3.43%
Classifier[24] iteration 6033: error 479.735867, percentage 3.43%
Classifier[24] iteration 6034: error 479.735285, percentage 3.43%
Classifier[24] iteration 6035: error 479.734704, percentage 3.43%
Classifier[24] iteration 6036: error 479.734123, percentage 3.43%
Classifier[24] iteration 6037: error 479.733543, percentage 3.43%
Classifier[24] iteration 6038: error 479.732963, percentage 3.43%
Classifier[24] iteration 6039: error 479.732383, percentage 3.43%
Classifier[24] iteration 6040: error 479.731803, percentage 3.43%
Classifier[24] iteration 6041: error 479.731224, percentage 3.43%
Classifier[24] iteration 6042: error 479.730646, percentage 3.43%
Classifier[24] iteration 6043: error 479.730068, percentage 3.43%
